AF.01.1109,Shighnan District__Shighnan District
RO.16.179926,Comuna Rascaeti__Comuna Răscăeţi
RO.21.90663,Comuna Rapoltu Mare__Comuna Rapoltu Mare
RO.12.53639,Comuna Ramna__Comuna Ramna
RO.38.167240,Comuna Rafaila__Comuna Rafaila
RO.22.101243,Comuna Radulesti__Comuna Răduleşti
RO.23.98685,Comuna Raducaneni__Comuna Răducăneni
RO.41.104751,Comuna Radovanu__Comuna Radovanu
RO.17.73852,Comuna Radovanu__Comuna Radovan
RO.29.128472,Comuna Radomiresti__Comuna Radomireşti
RO.35.153865,Comuna Radoesti__Comuna Rãdoieşti
RO.01.6547,Comuna Radesti__Comuna Rădeşti
RO.18.77561,Comuna Radesti__Comuna Rădeşti
RO.34.146628,Comuna Radauti__Municipiul Rãdãuţi
RO.34.150070,Comuna Radaseni__Comuna Rădăşeni
RO.20.86495,Comuna Racu__Comuna Racu
RO.11.48922,Comuna Racoviteni__Comuna Racoviţeni
RO.36.158243,Comuna Racovita__Comuna Racoviţa
RO.33.145355,Comuna Racovita__Comuna Racoviţa
RO.39.172509,Comuna Racovita__Comuna Racoviţa
RO.08.43698,Comuna Racovita__Comuna Racoviţa
RO.04.24711,Comuna Racova__Comuna Racova
RO.40.177405,Comuna Racoasa__Comuna Răcoasa
RO.16.179891,Comuna Raciu__Comuna Raciu
RO.21.90725,Comuna Rachitova__Comuna Răchitova
RO.04.24837,Comuna Rachitoasa__Comuna Răchitoasa
RO.07.35839,Comuna Rachiti__Comuna Răchiţi
RO.23.100335,Comuna Rachiteni__Comuna Răchiţeni
RO.12.53675,Comuna Racasdia__Comuna Răcăşdia
RO.16.68627,Comuna Racari__Oraş Rãcari
RO.04.24766,Comuna Racaciuni__Comuna Răcăciuni
RO.05.30648,Comuna Rabagani__Comuna Răbăgani
RO.34.150043,Comuna Putna__Comuna Putna
RO.42.104715,Comuna Putineiu__Comuna Putineiu
RO.35.153829,Comuna Putineiu__Comuna Putineiu
RO.38.167320,Comuna Puscasi__Comuna Puşcaşi
RO.35.155136,Comuna Purani__Comuna Purani
RO.26.113395,Comuna Punghina__Comuna Punghina
RO.38.165611,Comuna Pungesti__Comuna Pungeşti
RO.21.90538,Comuna Pui__Comuna Pui
RO.40.177352,Comuna Pufesti__Comuna Pufeşti
RO.38.165470,Comuna Puesti__Comuna Puieşti
RO.11.48842,Comuna Puesti__Comuna Puieşti
RO.35.153696,Comuna Pueni__Comuna Poeni
RO.30.134942,Comuna Puchenii Mari__Comuna Puchenii Mari
RO.16.68565,Comuna Pucheni__Comuna Pucheni
RO.26.113233,Comuna Prunisor__Comuna Prunişor
RO.06.34235,Comuna Prundu Bargaului__Comuna Prundu Bârgăului
RO.42.104680,Comuna Prundu__Comuna Prundu
RO.39.172457,Comuna Prundeni__Comuna Prundeni
RO.30.134899,Comuna Provita de Sus__Comuna Proviţa de Sus
RO.30.134853,Comuna Provita de Jos__Comuna Proviţa de Jos
RO.16.68529,Comuna Produlesti__Comuna Produleşti
RO.23.98649,Comuna Probota__Comuna Probota
RO.26.113206,Comuna Pristol__Comuna Pristol
RO.29.128436,Comuna Priseaca__Comuna Priseaca
RO.23.98603,Comuna Prisacani__Comuna Prisăcani
RO.18.77028,Comuna Priponesti__Comuna Priponeşti
RO.19.81415,Comuna Prigoria__Comuna Prigoria
RO.12.53577,Comuna Prigor__Comuna Prigor
RO.03.18242,Comuna Priboieni__Comuna Priboieni
RO.34.149968,Comuna Preutesti__Comuna Preuteşti
RO.09.41667,Comuna Prejmer__Comuna Prejmer
RO.17.73772,Comuna Predesti__Comuna Predeşti
RO.30.134755,Comuna Predeal-Sarari__Comuna Predeal-Sărari
RO.04.26361,Comuna Prajesti__Comuna Prăjeşti
RO.07.38580,Comuna Prajeni__Comuna Prăjeni
RO.20.85341,Comuna Praid__Comuna Praid
RO.16.68468,Comuna Potlogi__Comuna Potlogi
RO.29.128374,Comuna Potcoava__Oraş Potcoava
RO.30.134648,Comuna Posesti__Comuna Poseşti
RO.01.6468,Comuna Posaga__Comuna Poşaga
RO.32.180028,Comuna Porumbesti__Comuna Porumbeşti
RO.20.86487,Comuna Porumbeni__Comuna Porumbeni
RO.33.145293,Comuna Porumbacu de Jos__Comuna Porumbacu de Jos
RO.35.151834,Comuna Poroschia__Comuna Poroschia
RO.26.113153,Comuna Poroina Mare__Comuna Poroina Mare
RO.23.98505,Comuna Popricani__Comuna Popricani
RO.33.143502,Comuna Poplaca__Comuna Poplaca
RO.03.18162,Comuna Popesti__Comuna Popeşti
RO.43.179533,Comuna Popesti-Leordeni__Oraş Popeşti Leordeni
RO.05.30568,Comuna Popesti__Comuna Popeşti
RO.23.98435,Comuna Popesti__Comuna Popeşti
RO.40.178901,Comuna Popesti__Comuna Popeşti
RO.01.6397,Comuna Ponor__Comuna Ponor
RO.26.112995,Comuna Ponoarele__Comuna Ponoarele
RO.07.38544,Comuna Pomarla__Comuna Pomârla
RO.32.138618,Comuna Pomi__Comuna Pomi
RO.05.30470,Comuna Pomezeu__Comuna Pomezeu
RO.19.81380,Comuna Polovragi__Comuna Polovragi
RO.34.149931,Comuna Pojorata__Comuna Pojorâta
RO.12.53513,Comuna Pojejena__Comuna Pojejena
RO.25.108473,Comuna Poienile de sub Munte__Comuna Poienile de sub Munte
RO.38.165336,Comuna Poienesti__Comuna Poieneşti
RO.28.123790,Comuna Poiana Teiului__Comuna Poiana Teiului
RO.34.149851,Comuna Poiana Stampei__Comuna Poiana Stampei
RO.33.145275,Comuna Poiana Sibiului__Comuna Poiana Sibiului
RO.09.41621,Comuna Poiana Marului__Comuna Poiana Mărului
RO.17.73736,Comuna Poiana Mare__Comuna Poiana Mare
RO.03.18028,Comuna Poiana Lacului__Comuna Poiana Lacului
RO.30.131274,Comuna Poiana Campina__Comuna Poiana Câmpina
RO.31.142373,Comuna Poiana Blenchii__Comuna Poiana Blenchii
RO.18.77587,Comuna Poiana__Comuna Poiana
RO.16.68431,Comuna Poiana__Comuna Poiana
RO.15.64719,Comuna Poian__Comuna Poian
RO.11.48744,Comuna Pogoanele__Oraş Pogoanele
RO.38.165416,Comuna Pogana__Comuna Pogana
RO.27.118824,Comuna Pogaceaua__Comuna Pogăceaua
RO.34.151585,Comuna Poeni-Solca__Comuna Poieni-Solca
RO.13.59041,Comuna Poeni__Comuna Poieni
RO.30.134559,Comuna Poenarii-Burchi__Comuna Poienarii Burchii
RO.28.123709,Comuna Poenari__Comuna Poienari
RO.03.17968,Comuna Poienarii de Muscel__Comuna Poienarii de Muscel
RO.03.17913,Comuna Poienarii de Arges__Comuna Poienarii de Argeş
RO.04.24524,Comuna Podu Turcului__Comuna Podu Turcului
RO.04.24631,Comuna Poduri__Comuna Poduri
RO.23.98373,Comuna Podu Iloaiei__Oraş Podu Iloaiei
RO.28.123674,Comuna Podoleni__Comuna Podoleni
RO.30.134443,Comuna Podenii Noi__Comuna Podenii Noi
RO.26.112959,Comuna Podeni__Comuna Podeni
RO.17.70110,Comuna Podari__Comuna Podari
RO.05.30416,Comuna Pocola__Comuna Pocola
RO.38.167311,Comuna Pochidia__Comuna Pochidia
RO.29.128301,Comuna Poboru__Comuna Poboru
RO.14.62761,Comuna Poarta Alba__Comuna Poarta Albă
RO.23.98337,Comuna Plugari__Comuna Plugari
RO.40.178894,Comuna Ploscuteni__Comuna Ploscuţeni
RO.13.58990,Comuna Ploscos__Comuna Ploscoş
RO.35.153605,Comuna Plosca__Comuna Plosca
RO.30.134390,Comuna Plopu__Comuna Plopu
RO.19.81264,Comuna Plopsoru__Comuna Plopşoru
RO.31.142337,Comuna Plopis__Comuna Plopiş
RO.35.153623,Comuna Plopii Slavitesti__Comuna Plopii Slăviţeşti
RO.30.131443,Comuna Plopeni__Oraş Plopeni
RO.04.24427,Comuna Plopana__Comuna Plopana
RO.29.128221,Comuna Plesoiu__Comuna Pleşoiu
RO.17.74931,Comuna Plesoiu__Comuna Pleşoi
RO.02.11762,Comuna Plescuta__Comuna Pleşcuţa
RO.17.73709,Comuna Plenita__Comuna Pleniţa
RO.22.180000,Comuna Platonesti__Comuna Platoneşti
RO.41.104635,Comuna Plataresti__Comuna Plătăreşti
RO.17.73665,Comuna Piscu Vechi__Comuna Piscu Vechi
RO.18.76996,Comuna Piscu__Comuna Piscu
RO.32.138574,Comuna Piscolt__Comuna Pişcolt
RO.36.158181,Comuna Pischia__Comuna Pişchia
RO.29.128178,Comuna Parscoveni__Comuna Pârşcoveni
RO.11.48557,Comuna Parscov__Comuna Pârscov
RO.04.24338,Comuna Parjol__Comuna Pârjol
RO.09.41578,Comuna Parau__Comuna Pârâu
RO.04.24276,Comuna Pargaresti__Comuna Pârgăreşti
RO.32.138538,Comuna Pir__Comuna Pir
RO.28.123521,Comuna Pipirig__Comuna Pipirig
RO.28.123601,Comuna Pangarati__Comuna Pângăraţi
RO.02.9654,Comuna Pancota__Oraş Pâncota
RO.28.125141,Comuna Pancesti__Comuna Pânceşti
RO.02.11735,Comuna Pilu__Comuna Pilu
RO.16.68404,Comuna Pietrosita__Comuna Pietroşiţa
RO.03.17851,Comuna Pietrosani__Comuna Pietroşani
RO.35.153589,Comuna Pietrosani__Comuna Pietroşani
RO.11.48487,Comuna Pietroasele__Comuna Pietroasele
RO.05.30336,Comuna Pietroasa__Comuna Pietroasa
RO.36.158136,Comuna Pietroasa__Comuna Pietroasa
RO.39.172340,Comuna Pietrari__Comuna Pietrari
RO.16.179908,Comuna Pietrari__Comuna Pietrari
RO.17.73629,Comuna Pielesti__Comuna Pieleşti
RO.28.123479,Comuna Piatra Soimului__Comuna Piatra Şoimului
RO.29.128105,Comuna Piatra Olt__Oraş Piatra-Olt
RO.35.153561,Comuna Piatra__Comuna Piatra
RO.01.6217,Comuna Pianu__Comuna Pianu
RO.25.108455,Comuna Petrova__Comuna Petrova
RO.02.11664,Comuna Petris__Comuna Petriş
RO.28.123424,Comuna Petricani__Comuna Petricani
RO.32.138501,Comuna Petresti__Comuna Petreşti
RO.16.65752,Comuna Petresti__Comuna Petreşti
RO.27.118799,Comuna Petelea__Comuna Petelea
RO.19.81184,Comuna Pestisani__Comuna Peştişani
RO.14.62707,Comuna Pestera__Comuna Peştera
RO.39.172279,Comuna Pesceana__Comuna Pesceana
RO.12.53489,Comuna Pescari__Comuna Pescari
RO.36.159507,Comuna Pesac__Comuna Pesac
RO.16.179935,Comuna Persinari__Comuna Perşinari
RO.41.94223,Comuna Perisoru__Comuna Perişoru
RO.17.73594,Comuna Perisoru__Comuna Perişor
RO.39.172153,Comuna Perisani__Comuna Perişani
RO.22.94161,Comuna Perieti__Comuna Perieţi
RO.29.128052,Comuna Perieti__Comuna Perieţi
RO.38.165274,Comuna Perieni__Comuna Perieni
RO.31.142284,Comuna Periceiu__Comuna Pericei
RO.36.158109,Comuna Periam__Comuna Periam
RO.35.153543,Comuna Peretu__Comuna Peretu
RO.02.11637,Comuna Peregu Mare__Comuna Peregu Mare
RO.36.158065,Comuna Peciu Nou__Comuna Peciu Nou
RO.14.62672,Comuna Pecineaga__Comuna Pecineaga
RO.02.11584,Comuna Pecica__Oraş Pecica
RO.18.76969,Comuna Pechea__Comuna Pechea
RO.37.161151,Comuna Peceneaga__Comuna Peceneaga
RO.39.171995,Comuna Pausesti__Comuna Păuşeşti
RO.39.172082,Comuna Pausesti-Maglasi__Comuna Păuşeşti-Măglaşi
RO.40.177236,Comuna Paunesti__Comuna Păuneşti
RO.02.11539,Comuna Paulis__Comuna Păuliş
RO.40.178910,Comuna Paulesti__Comuna Păuleşti
RO.30.130847,Comuna Paulesti__Comuna Păuleşti
RO.33.145220,Comuna Pauca__Comuna Păuca
RO.26.112879,Comuna Patulele__Comuna Pătulele
RO.34.149833,Comuna Patrauti__Comuna Pătrăuţi
RO.11.48325,Comuna Patarlagele__Oraş Pãtârlagele
RO.05.32045,Comuna Viisoara__Comuna Viişoara
RO.28.123371,Comuna Pastraveni__Comuna Păstrăveni
RO.27.118753,Comuna Pasareni__Comuna Păsăreni
RO.06.34155,Comuna Parva__Comuna Parva
RO.34.149780,Comuna Partestii de Jos__Comuna Părteştii de Jos
RO.36.159437,Comuna Parta__Comuna Parţa
RO.04.24089,Comuna Parincea__Comuna Parincea
RO.11.48165,Comuna Pardosi__Comuna Pardoşi
RO.37.161133,Comuna Pardina__Comuna Pardina
RO.04.24034,Comuna Parava__Comuna Parava
RO.27.118637,Comuna Papiu Ilarian__Comuna Papiu Ilarian
RO.13.58856,Comuna Panticeu__Comuna Panticeu
RO.14.62609,Comuna Pantelimon__Comuna Pantelimon
RO.43.179515,Comuna Pantelimon__Oraş Pantelimon
RO.27.118691,Comuna Panet__Comuna Pănet
RO.04.24187,Comuna Pancesti__Comuna Pănceşti
RO.11.48227,Comuna Panatau__Comuna Pănătău
RO.34.149682,Comuna Panaci__Comuna Panaci
RO.34.149753,Comuna Paltinoasa__Comuna Păltinoasa
RO.07.38492,Comuna Paltinis__Comuna Păltiniş
RO.40.177101,Comuna Paltin__Comuna Paltin
RO.05.32161,Comuna Paleu__Comuna Paleu
RO.04.23975,Comuna Palanca__Comuna Palanca
RO.38.165185,Comuna Padureni__Comuna Pădureni
RO.36.159446,Comuna Padureni__Comuna Pădureni
RO.11.48138,Comuna Padina__Comuna Padina
RO.26.112806,Comuna Padina__Comuna Padina
RO.19.81095,Comuna Pades__Comuna Padeş
RO.30.134336,Comuna Pacureti__Comuna Păcureţi
RO.15.64639,Comuna Ozun__Comuna Ozun
RO.14.60687,Comuna Ovidiu__Oraş Ovidiu
RO.39.171101,Comuna Maciuca__Comuna Măciuca
RO.43.179481,Comuna Otopeni__Oraş Otopeni
RO.39.171931,Comuna Otesani__Comuna Oteşani
RO.12.51207,Comuna Otelu Rosu__Oraş Oţelu Roşu
RO.23.98300,Comuna Oteleni__Comuna Oţeleni
RO.36.159525,Comuna Otelec__Comuna Otelec
RO.17.73567,Comuna Ostroveni__Comuna Ostroveni
RO.37.161106,Comuna Ostrov__Comuna Ostrov
RO.14.62538,Comuna Ostrov__Comuna Ostrov
RO.34.149655,Comuna Ostra__Comuna Ostra
RO.05.30274,Comuna Osorheiu__Comuna Oşorhei
RO.29.127983,Comuna Osica de Sus__Comuna Osica de Sus
RO.29.130357,Comuna Osica de Jos__Comuna Osica de Jos
RO.38.165130,Comuna Osesti__Comuna Oşeşti
RO.36.158010,Comuna Ortisoara__Comuna Orţişoara
RO.17.73503,Comuna Orodelu__Comuna Orodel
RO.09.41541,Comuna Ormenis__Comuna Ormeniş
RO.39.171879,Comuna Orlesti__Comuna Orleşti
RO.29.127938,Comuna Orlea__Comuna Orlea
RO.33.145202,Comuna Orlat__Comuna Orlat
RO.04.23948,Comuna Orbeni__Comuna Orbeni
RO.35.153507,Comuna Orbeasca__Comuna Orbeasca
RO.32.138351,Comuna Orasu Nou__Comuna Oraşu Nou
RO.21.90342,Comuna Orastioara de Sus__Comuna Orăştioara de Sus
RO.26.112771,Comuna Oprisoru__Comuna Oprişor
RO.29.127858,Comuna Oporelu__Comuna Oporelu
RO.28.123255,Comuna Oniceni__Comuna Oniceni
RO.25.179864,Comuna Oncesti__Comuna Onceşti
RO.14.62486,Comuna Oltina__Comuna Oltina
RO.35.153473,Comuna Olteni__Comuna Olteni
RO.38.165069,Comuna Oltenesti__Comuna Olteneşti
RO.05.30229,Comuna Olcea__Comuna Olcea
RO.02.11502,Comuna Olari__Comuna Olari
RO.15.64602,Comuna Ojdula__Comuna Ojdula
RO.04.23797,Comuna Oituz__Comuna Oituz
RO.42.104519,Comuna Oinacu__Comuna Oinacu
RO.36.157969,Comuna Ohaba Lunga__Comuna Ohaba Lungă
RO.01.6164,Comuna Ohaba__Comuna Ohaba
RO.42.104485,Comuna Ogrezeni__Comuna Ogrezeni
RO.22.179819,Comuna Ograda__Comuna Ograda
RO.27.118575,Comuna Ogra__Comuna Ogra
RO.32.138280,Comuna Odoreu__Comuna Odoreu
RO.04.26353,Comuna Odobesti__Comuna Odobeşti
RO.16.68342,Comuna Odobesti__Comuna Odobeşti
RO.11.48021,Comuna Odaile__Comuna Odăile
RO.01.6119,Comuna Ocolis__Comuna Ocoliş
RO.16.68324,Comuna Ocnita__Comuna Ocniţa
RO.25.108400,Comuna Ocna Sugatag__Comuna Ocna Şugatag
RO.33.143851,Comuna Ocna Sibiului__Oraş Ocna Sibiului
RO.20.85243,Comuna Ocland__Comuna Ocland
RO.12.53372,Comuna Obreja__Comuna Obreja
RO.29.127812,Comuna Oboga__Comuna Oboga
RO.26.110027,Comuna Obarsia-Closani__Comuna Obârşia-Cloşani
RO.29.127750,Comuna Obarsia__Comuna Obârşia
RO.25.108366,Comuna Oarta De Jos__Comuna Oarţa De Jos
RO.03.17824,Comuna Oarja__Comuna Oarja
RO.18.76932,Comuna Oancea__Comuna Oancea
RO.31.142239,Comuna Nusfalau__Comuna Nuşfalău
RO.06.34075,Comuna Nuseni__Comuna Nuşeni
RO.37.161053,Comuna Nufaru__Comuna Nufăru
RO.03.17771,Comuna Nucsoara__Comuna Nucşoara
RO.16.68280,Comuna Nucet__Comuna Nucet
RO.19.78258,Novaci__Novaci
RO.01.6048,Comuna Noslac__Comuna Noşlac
RO.05.30149,Comuna Nojorid__Comuna Nojorid
RO.33.145140,Comuna Nocrich__Comuna Nocrich
RO.36.157923,Comuna Nitchidorf__Comuna Niţchidorf
RO.40.177003,Comuna Nistoresti__Comuna Nistoreşti
RO.06.33989,Comuna Nimigea__Comuna Nimigea
RO.37.161035,Comuna Niculitel__Comuna Niculiţel
RO.07.38456,Comuna Nicseni__Comuna Nicşeni
RO.18.76807,Comuna Nicoresti__Comuna Nicoreşti
RO.16.104387,Comuna Nicolesti__Comuna Niculeşti
RO.29.127714,Comuna Nicolae Titulescu__Comuna Nicolae Titulescu
RO.04.23715,Comuna Nicolae Balcescu__Comuna Nicolae Bălcescu
RO.41.104341,Comuna Nicolae Balcescu__Comuna Nicolae Bălcescu
RO.14.62440,Comuna Nicolae Balcescu__Comuna Nicolae Bălcescu
RO.40.176944,Comuna Nereju__Comuna Nereju
RO.35.154996,Comuna Nenciulesti__Comuna Nenciuleşti
RO.11.47916,Comuna Nehoiu__Oraş Nehoiu
RO.14.62397,Comuna Negru Voda__Oraş Negru Vodã
RO.06.179659,Comuna Negrilesti__Comuna Negrileşti
RO.18.77579,Comuna Negrilesti__Comuna Negrileşti
RO.40.178885,Comuna Negrilesti__Comuna Negrileşti
RO.04.23644,Comuna Negri__Comuna Negri
RO.32.136599,Oras Negresti-Oas__Oraş Negreşti-Oaş
RO.28.125169,Comuna Negresti__Comuna Negreşti
RO.38.161856,Comuna Negresti__Oraş Negreşti
RO.13.60169,Comuna Negreni__Comuna Negreni
RO.03.17726,Comuna Negrasi__Comuna Negraşi
RO.19.80980,Comuna Negomiru__Comuna Negomir
RO.17.73460,Comuna Negoiu__Comuna Negoi
RO.35.153437,Comuna Necsesti__Comuna Necşeşti
RO.27.118511,Comuna Neaua__Comuna Neaua
RO.01.6271,Comuna Poiana Vadului__Comuna Poiana Vadului
RO.14.60507,Comuna Navodari__Oraş Nãvodari
RO.35.153400,Comuna Nasturelu__Comuna Năsturelu
RO.40.176891,Comuna Naruja__Comuna Năruja
RO.31.142177,Comuna Napradea__Comuna Năpradea
RO.35.151816,Comuna Nanov__Comuna Nanov
RO.40.176855,Comuna Nanesti__Comuna Năneşti
RO.41.104323,Comuna Nana__Comuna Nana
RO.18.76763,Comuna Namoloasa__Comuna Nămoloasa
RO.37.160993,Comuna Nalbant__Comuna Nalbant
RO.12.53345,Comuna Naidas__Comuna Naidaş
RO.11.47854,Comuna Naeni__Comuna Năeni
RO.36.157898,Comuna Nadrag__Comuna Nădrag
RO.02.9627,Comuna Nadlac__Oraş Nãdlac
RO.27.118469,Comuna Nades__Comuna Nadeş
RO.03.17619,Comuna Musatesti__Comuna Mușătești
RO.19.80908,Comuna Musetesti__Comuna Muşeteşti
RO.37.160911,Comuna Murighiol__Comuna Murighiol
RO.11.47818,Comuna Murgesti__Comuna Murgeşti
RO.38.164981,Oras Murgeni__Oraș Murgeni
RO.17.73371,Comuna Murgasu__Comuna Murgaşi
RO.38.167302,Comuna Muntenii de Sus__Comuna Muntenii de Sus
RO.38.164936,Comuna Muntenii de Jos__Comuna Muntenii de Jos
RO.22.94107,Comuna Munteni Buzau__Comuna Munteni Buzău
RO.18.75258,Comuna Munteni__Comuna Munteni
RO.20.85127,Comuna Mugeni__Comuna Mugeni
RO.39.171539,Comuna Muereasca__Comuna Muereasca
RO.03.17575,Comuna Mozaceni__Comuna Mozăceni
RO.40.176793,Comuna Movilita__Comuna Moviliţa
RO.22.104270,Comuna Movilita__Comuna Moviliţa
RO.23.98257,Comuna Movileni__Comuna Movileni
RO.18.76745,Comuna Movileni__Comuna Movileni
RO.29.127689,Comuna Movileni__Comuna Movileni
RO.08.43652,Comuna Movila Miresei__Comuna Movila Miresii
RO.11.47774,Comuna Movila Banului__Comuna Movila Banului
RO.22.94081,Comuna Movila__Comuna Movila
RO.04.23494,Comuna Motoseni__Comuna Motoşeni
RO.23.98220,Comuna Motca__Comuna Moţca
RO.17.73335,Comuna Motatei__Comuna Moţăţei
RO.16.65645,Comuna Motaeni__Comuna Moţãieni
RO.35.153384,Comuna Mosteni__Comuna Moşteni
RO.03.17496,Comuna Mosoaia__Comuna Moşoaia
RO.23.98202,Comuna Mosna__Comuna Moşna
RO.33.145104,Comuna Mosna__Comuna Moşna
RO.29.127625,Comuna Morunglav__Comuna Morunglav
RO.16.68253,Comuna Morteni__Comuna Morteni
RO.16.68182,Comuna Moroeni__Comuna Moroeni
RO.36.157781,Comuna Moravita__Comuna Moraviţa
RO.06.33952,Comuna Monor__Comuna Monor
RO.02.11478,Comuna Moneasa__Comuna Moneasa
RO.34.149539,Comuna Moldovita__Comuna Moldoviţa
RO.22.179999,Comuna Moldoveni__Comuna Moldoveni
RO.13.58721,Comuna Moldovenesti__Comuna Moldoveneşti
RO.34.149502,Comuna Moldova Sulita__Comuna Moldova Suliţa
RO.25.108348,Comuna Moiseiu__Comuna Moisei
RO.43.179463,Comuna Mogosoaia__Comuna Mogoşoaia
RO.23.98113,Comuna Mogosesti__Comuna Mogoşeşti
RO.16.68128,Comuna Mogosani__Comuna Mogoşani
RO.01.5826,Comuna Mogos__Comuna Mogoş
RO.32.138208,Comuna Moftinu__Comuna Moftinu
RO.09.41471,Comuna Moeciu__Comuna Moieciu
RO.41.92587,Comuna Modelu__Comuna Modelu
RO.13.58623,Comuna Mociu__Comuna Mociu
RO.34.149414,Comuna Moara__Comuna Moara
RO.15.64568,Comuna Moacsa__Comuna Moacşa
RO.39.174520,Comuna Mitrofani__Comuna Mitrofani
RO.41.100638,Comuna Mitreni__Comuna Mitreni
RO.34.146325,Comuna Mitocu Dragomirnei__Comuna Mitocu Dragomirnei
RO.07.38376,Comuna Mitoc__Comuna Mitoc
RO.17.73246,Comuna Mischii__Comuna Mischii
RO.02.11423,Comuna Misca__Comuna Mişca
RO.31.142122,Comuna Mirsid__Comuna Mirşid
RO.17.73317,Comuna Marsani__Comuna Mârşani
RO.42.104225,Comuna Marsa__Comuna Mârşa
RO.23.98051,Comuna Miroslavesti__Comuna Mirosloveşti
RO.03.17398,Comuna Mirosi__Comuna Miroşi
RO.23.97875,Comuna Mironeasa__Comuna Mironeasa
RO.25.108268,Comuna Miresu Mare__Comuna Mireşu Mare
RO.23.97811,Comuna Mircesti__Comuna Mirceşti
RO.08.43625,Comuna Mircea Voda__Comuna Mircea Vodă
RO.14.62280,Comuna Mircea Voda__Comuna Mircea Vodă
RO.01.5755,Comuna Miraslau__Comuna Mirăslău
RO.03.13301,Oras Mioveni__Oraș Mioveni
RO.03.17334,Comuna Mioarele__Comuna Mioarele
RO.11.47630,Comuna Manzalesti__Comuna Mânzăleşti
RO.13.58552,Comuna Mintiu Gherlii__Comuna Mintiu Gherlii
RO.30.134096,Comuna Maneciu__Comuna Măneciu
RO.09.41417,Comuna Mandra__Comuna Mândra
RO.13.58393,Comuna Manastireni__Comuna Mânăstireni
RO.34.149370,Comuna Manastirea Humorului__Comuna Mânăstirea Humorului
RO.04.21720,Comuna Manastirea Casin__Comuna Mânăstirea Caşin
RO.41.104181,Comuna Manastirea__Comuna Mânăstirea
RO.22.94045,Comuna Milosesti__Comuna Miloşeşti
RO.34.146931,Comuna Milisauti__Oraş Milişãuţi
RO.07.38321,Comuna Mileanca__Comuna Mileanca
RO.29.127563,Comuna Milcov__Comuna Milcov
RO.39.171469,Comuna Milcoiu__Comuna Milcoiu
RO.06.33881,Comuna Milas__Comuna Milas
RO.27.118370,Comuna Mihesu de Campie__Comuna Miheşu de Câmpie
RO.01.5700,Comuna Mihalt__Comuna Mihalţ
RO.07.38241,Comuna Mihalaseni__Comuna Mihălăşeni
RO.13.55277,Comuna Mihai Viteazu__Comuna Mihai Viteazu
RO.14.62253,Comuna Mihai Viteazu__Comuna Mihai Viteazu
RO.37.160877,Comuna Mihail Kogalniceanu__Comuna Mihail Kogălniceanu
RO.22.93995,Comuna Mihail Kogalniceanu__Comuna Mihail Kogălniceanu
RO.14.62191,Comuna Mihail Kogalniceanu__Comuna Mihail Kogălniceanu
RO.11.47578,Comuna Mihailesti__Comuna Mihăileşti
RO.42.104136,Comuna Mihailesti__Oraş Mihãileşti
RO.07.38161,Comuna Mihaileni__Comuna Mihăileni
RO.20.85074,Comuna Mihaileni__Comuna Mihăileni
RO.33.145042,Comuna Mihaileni__Comuna Mihăileni
RO.37.160831,Comuna Mihai Bravu__Comuna Mihai Bravu
RO.42.104118,Comuna Mihai Bravu__Comuna Mihai Bravu
RO.03.17254,Comuna Mihaesti__Comuna Mihăeşti
RO.39.171325,Comuna Mihaesti__Comuna Mihăeşti
RO.29.127536,Comuna Mihaesti__Comuna Mihăeşti
RO.27.118281,Comuna Miercurea Nirajului__Oraş Miercurea Nirajului
RO.32.138164,Comuna Micula__Comuna Micula
RO.38.164892,Comuna Miclesti__Comuna Micleşti
RO.15.65139,Comuna Micfalau__Comuna Micfalău
RO.06.33845,Comuna Micestii de Campie__Comuna Miceştii de Câmpie
RO.03.17209,Comuna Micesti__Comuna Miceşti
RO.33.144991,Comuna Micasasa__Comuna Micăsasa
RO.13.55160,Comuna Mica__Comuna Mica
RO.27.118209,Comuna Mica__Comuna Mica
RO.01.5577,Comuna Metes__Comuna Meteş
RO.31.142079,Comuna Mesesenii de Jos__Comună Meseşenii de Jos
RO.33.144964,Comuna Merghindeal__Comuna Merghindeal
RO.20.85056,Comuna Meresti__Comuna Mereşti
RO.15.65105,Comuna Mereni__Comuna Mereni
RO.35.153295,Comuna Mereni__Comuna Mereni
RO.14.62137,Comuna Mereni__Comuna Mereni
RO.11.47453,Comuna Merei__Comuna Merei
RO.40.176686,Comuna Mera__Comuna Mera
RO.17.73102,Comuna Melinesti__Comuna Melineşti
RO.12.53327,Comuna Mehadica__Comuna Mehadica
RO.12.53274,Comuna Mehadia__Comuna Mehadia
RO.32.138084,Comuna Mediesu Aurit__Comuna Medieşu Aurit
RO.08.43563,Comuna Maxineni__Comuna Măxineni
RO.35.153204,Comuna Mavrodin__Comuna Mavrodin
RO.12.53247,Comuna Maureni__Comuna Măureni
RO.06.33658,Comuna Matei__Comuna Matei
RO.39.171067,Comuna Mateesti__Comuna Mateeşti
RO.18.76692,Comuna Matca__Comuna Matca
RO.16.68048,Comuna Matasaru__Comuna Mătăsaru
RO.19.80846,Comuna Matasari__Comuna Mătăsari
RO.18.76718,Comuna Mastacani__Comuna Măstăcani
RO.36.157683,Comuna Masloc__Comuna Maşloc
RO.29.127493,Comuna Maruntei__Comuna Mărunţei
RO.20.84923,Comuna Martinis__Comuna Mărtiniş
